"data","method","f1score","precision","recall","accuracy"
"LOPITDC2019","MAP",1,1,1,1
"LOPITDC2019","MAP",0.970096618357488,0.989473684210526,0.958333333333333,0.983333333333333
"LOPITDC2019","MAP",0.98960498960499,0.985714285714286,0.994736842105263,0.991666666666667
"LOPITDC2019","MAP",0.970117647058824,0.986425339366516,0.96078431372549,0.983333333333333
"LOPITDC2019","MAP",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","MAP",1,1,1,1
"LOPITDC2019","MAP",0.992795031055901,0.994444444444444,0.991666666666667,0.991666666666667
"LOPITDC2019","MAP",0.98578431372549,0.98578431372549,0.98578431372549,0.983333333333333
"LOPITDC2019","MAP",1,1,1,1
"LOPITDC2019","MAP",1,1,1,1
"LOPITDC2019","MAP",1,1,1,1
"LOPITDC2019","MAP",0.977142857142857,0.994444444444444,0.966666666666667,0.991666666666667
"LOPITDC2019","MAP",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","MAP",0.977142857142857,0.994444444444444,0.966666666666667,0.991666666666667
"LOPITDC2019","MAP",0.970117647058824,0.986425339366516,0.96078431372549,0.983333333333333
"LOPITDC2019","MAP",0.98960498960499,0.985714285714286,0.994736842105263,0.991666666666667
"LOPITDC2019","MAP",1,1,1,1
"LOPITDC2019","MAP",0.977142857142857,0.994444444444444,0.966666666666667,0.991666666666667
"LOPITDC2019","MAP",0.959722636663813,0.972139625080802,0.955521155830753,0.975
"LOPITDC2019","MAP",1,1,1,1
"LOPITDC2019","MAP",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","MAP",1,1,1,1
"LOPITDC2019","MAP",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","MAP",1,1,1,1
"LOPITDC2019","MAP",0.970117647058824,0.986425339366516,0.96078431372549,0.983333333333333
"LOPITDC2019","MAP",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","MAP",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","MAP",0.982574686574687,0.978021978021978,0.988854489164087,0.983333333333333
"LOPITDC2019","MAP",0.985353535353535,0.989473684210526,0.983333333333333,0.983333333333333
"LOPITDC2019","MAP",1,1,1,1
"LOPITDC2019","MAP",0.982574686574687,0.978021978021978,0.988854489164087,0.983333333333333
"LOPITDC2019","MAP",0.98960498960499,0.985714285714286,0.994736842105263,0.991666666666667
"LOPITDC2019","MAP",0.992795031055901,0.994444444444444,0.991666666666667,0.991666666666667
"LOPITDC2019","MAP",1,1,1,1
"LOPITDC2019","MAP",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","MAP",0.98578431372549,0.98578431372549,0.98578431372549,0.983333333333333
"LOPITDC2019","MAP",0.977142857142857,0.994444444444444,0.966666666666667,0.991666666666667
"LOPITDC2019","MAP",1,1,1,1
"LOPITDC2019","MAP",0.970096618357488,0.989473684210526,0.958333333333333,0.983333333333333
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",0.991292517006803,0.9875,0.996,0.991666666666667
"LOPITDC2019","MCMC",0.991292517006803,0.9875,0.996,0.991666666666667
"LOPITDC2019","MCMC",0.9842622139765,0.979807692307692,0.990117647058824,0.983333333333333
"LOPITDC2019","MCMC",0.950927570250151,0.938021978021978,0.977089783281734,0.966666666666667
"LOPITDC2019","MCMC",0.9842622139765,0.979807692307692,0.990117647058824,0.983333333333333
"LOPITDC2019","MCMC",0.982683982683983,0.975,0.994117647058824,0.991666666666667
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",0.98578431372549,0.98578431372549,0.98578431372549,0.983333333333333
"LOPITDC2019","MCMC",0.982683982683983,0.975,0.994117647058824,0.991666666666667
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",0.98578431372549,0.98578431372549,0.98578431372549,0.983333333333333
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","MCMC",0.992795031055901,0.994444444444444,0.991666666666667,0.991666666666667
"LOPITDC2019","MCMC",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","MCMC",0.96875,0.96,0.988235294117647,0.983333333333333
"LOPITDC2019","MCMC",0.992795031055901,0.994444444444444,0.991666666666667,0.991666666666667
"LOPITDC2019","MCMC",0.982683982683983,0.975,0.994117647058824,0.991666666666667
"LOPITDC2019","MCMC",0.986057692307692,0.985714285714286,0.988235294117647,0.983333333333333
"LOPITDC2019","MCMC",0.968290043290043,0.960416666666667,0.979901960784314,0.975
"LOPITDC2019","MCMC",0.982574686574687,0.978021978021978,0.988854489164087,0.983333333333333
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",0.966776623692955,0.956617647058824,0.98178431372549,0.975
"LOPITDC2019","MCMC",0.98960498960499,0.985714285714286,0.994736842105263,0.991666666666667
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","MCMC",0.978909090909091,0.978365384615385,0.979901960784314,0.975
"LOPITDC2019","MCMC",0.992795031055901,0.994444444444444,0.991666666666667,0.991666666666667
"LOPITDC2019","MCMC",0.978909090909091,0.978365384615385,0.979901960784314,0.975
"LOPITDC2019","MCMC",0.982683982683983,0.975,0.994117647058824,0.991666666666667
"LOPITDC2019","MCMC",0.991292517006803,0.9875,0.996,0.991666666666667
"LOPITDC2019","MCMC",0.991292517006803,0.9875,0.996,0.991666666666667
"LOPITDC2019","MCMC",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","MCMC",0.980897506611792,0.973214285714286,0.990736842105263,0.983333333333333
"LOPITDC2019","MCMC",0.98960498960499,0.985714285714286,0.994736842105263,0.991666666666667
"LOPITDC2019","MCMC",0.992795031055901,0.994444444444444,0.991666666666667,0.991666666666667
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",0.991292517006803,0.9875,0.996,0.991666666666667
"LOPITDC2019","MCMC",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",0.961214285714286,0.952948717948718,0.974019607843137,0.966666666666667
"LOPITDC2019","MCMC",0.992795031055901,0.994444444444444,0.991666666666667,0.991666666666667
"LOPITDC2019","MCMC",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","MCMC",0.972288972288972,0.960714285714286,0.988854489164087,0.983333333333333
"LOPITDC2019","MCMC",0.986057692307692,0.985714285714286,0.988235294117647,0.983333333333333
"LOPITDC2019","MCMC",0.992795031055901,0.994444444444444,0.991666666666667,0.991666666666667
"LOPITDC2019","MCMC",0.98960498960499,0.985714285714286,0.994736842105263,0.991666666666667
"LOPITDC2019","MCMC",0.9842622139765,0.979807692307692,0.990117647058824,0.983333333333333
"LOPITDC2019","MCMC",0.980897506611792,0.973214285714286,0.990736842105263,0.983333333333333
"LOPITDC2019","MCMC",0.9842622139765,0.979807692307692,0.990117647058824,0.983333333333333
"LOPITDC2019","MCMC",0.985353535353535,0.989473684210526,0.983333333333333,0.983333333333333
"LOPITDC2019","MCMC",0.98578431372549,0.98578431372549,0.98578431372549,0.983333333333333
"LOPITDC2019","MCMC",0.977350209314495,0.973214285714286,0.984235294117647,0.975
"LOPITDC2019","MCMC",0.980897506611792,0.973214285714286,0.990736842105263,0.983333333333333
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",0.985353535353535,0.989473684210526,0.983333333333333,0.983333333333333
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",0.9842622139765,0.979807692307692,0.990117647058824,0.983333333333333
"LOPITDC2019","MCMC",0.982574686574687,0.978021978021978,0.988854489164087,0.983333333333333
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",0.982683982683983,0.975,0.994117647058824,0.991666666666667
"LOPITDC2019","MCMC",0.991292517006803,0.9875,0.996,0.991666666666667
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",0.986057692307692,0.985714285714286,0.988235294117647,0.983333333333333
"LOPITDC2019","MCMC",0.991292517006803,0.9875,0.996,0.991666666666667
"LOPITDC2019","MCMC",0.982574686574687,0.978021978021978,0.988854489164087,0.983333333333333
"LOPITDC2019","MCMC",0.992795031055901,0.994444444444444,0.991666666666667,0.991666666666667
"LOPITDC2019","MCMC",0.966681820337283,0.958998599439776,0.976521155830753,0.966666666666667
"LOPITDC2019","MCMC",0.974958524958525,0.975187969924812,0.978070175438597,0.975
"LOPITDC2019","MCMC",0.992795031055901,0.994444444444444,0.991666666666667,0.991666666666667
"LOPITDC2019","MCMC",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","MCMC",0.9842622139765,0.979807692307692,0.990117647058824,0.983333333333333
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",0.961561264822134,0.95375,0.979901960784314,0.975
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",0.992795031055901,0.994444444444444,0.991666666666667,0.991666666666667
"LOPITDC2019","MCMC",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","MCMC",0.9842622139765,0.979807692307692,0.990117647058824,0.983333333333333
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",0.973976499690785,0.9625,0.990117647058824,0.983333333333333
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",0.975464285714286,0.967307692307692,0.988235294117647,0.983333333333333
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",0.952506802721088,0.940448717948718,0.970019607843137,0.958333333333333
"LOPITDC2019","MCMC",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",0.9842622139765,0.979807692307692,0.990117647058824,0.983333333333333
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","MCMC",1,1,1,1
"LOPITDC2019","DeepSP",0.992795031055901,0.994444444444444,0.991666666666667,0.991666666666667
"LOPITDC2019","DeepSP",0.959722636663813,0.972139625080802,0.955521155830753,0.975
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",0.977142857142857,0.994444444444444,0.966666666666667,0.991666666666667
"LOPITDC2019","DeepSP",0.977142857142857,0.994444444444444,0.966666666666667,0.991666666666667
"LOPITDC2019","DeepSP",0.992795031055901,0.994444444444444,0.991666666666667,0.991666666666667
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",0.963095238095238,0.980555555555556,0.952450980392157,0.975
"LOPITDC2019","DeepSP",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","DeepSP",0.98960498960499,0.985714285714286,0.994736842105263,0.991666666666667
"LOPITDC2019","DeepSP",0.952405972405972,0.970714285714286,0.944736842105263,0.966666666666667
"LOPITDC2019","DeepSP",0.982574686574686,0.978021978021978,0.988854489164087,0.983333333333333
"LOPITDC2019","DeepSP",0.970096618357488,0.989473684210526,0.958333333333333,0.983333333333333
"LOPITDC2019","DeepSP",0.977142857142857,0.994444444444444,0.966666666666667,0.991666666666667
"LOPITDC2019","DeepSP",0.992795031055901,0.994444444444444,0.991666666666667,0.991666666666667
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",0.992795031055901,0.994444444444444,0.991666666666667,0.991666666666667
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","DeepSP",0.972288972288972,0.960714285714286,0.988854489164087,0.983333333333333
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",0.98240002066089,0.98015873015873,0.98640350877193,0.983333333333333
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",0.977142857142857,0.994444444444444,0.966666666666667,0.991666666666667
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",0.96843537414966,0.981944444444445,0.962666666666667,0.983333333333333
"LOPITDC2019","DeepSP",0.98960498960499,0.985714285714286,0.994736842105263,0.991666666666667
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",0.992795031055901,0.994444444444444,0.991666666666667,0.991666666666667
"LOPITDC2019","DeepSP",0.991292517006803,0.9875,0.996,0.991666666666667
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",0.977142857142857,0.994444444444444,0.966666666666667,0.991666666666667
"LOPITDC2019","DeepSP",0.98960498960499,0.985714285714286,0.994736842105263,0.991666666666667
"LOPITDC2019","DeepSP",0.98960498960499,0.985714285714286,0.994736842105263,0.991666666666667
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",0.970117647058824,0.986425339366516,0.96078431372549,0.983333333333333
"LOPITDC2019","DeepSP",0.991292517006803,0.9875,0.996,0.991666666666667
"LOPITDC2019","DeepSP",0.982574686574686,0.978021978021978,0.988854489164087,0.983333333333333
"LOPITDC2019","DeepSP",0.970117647058824,0.986425339366516,0.96078431372549,0.983333333333333
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",0.98015873015873,0.975,0.989473684210526,0.983333333333333
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",0.962800982800983,0.985,0.95,0.975
"LOPITDC2019","DeepSP",0.98578431372549,0.98578431372549,0.98578431372549,0.983333333333333
"LOPITDC2019","DeepSP",0.970096618357488,0.989473684210526,0.958333333333333,0.983333333333333
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",0.98960498960499,0.985714285714286,0.994736842105263,0.991666666666667
"LOPITDC2019","DeepSP",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","DeepSP",0.970117647058824,0.986425339366516,0.96078431372549,0.983333333333333
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",0.991292517006803,0.9875,0.996,0.991666666666667
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",0.98960498960499,0.985714285714286,0.994736842105263,0.991666666666667
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","DeepSP",0.992795031055901,0.994444444444444,0.991666666666667,0.991666666666667
"LOPITDC2019","DeepSP",0.97538930333048,0.971498599439776,0.980521155830753,0.975
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",0.977142857142857,0.994444444444444,0.966666666666667,0.991666666666667
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",0.970117647058824,0.986425339366516,0.96078431372549,0.983333333333333
"LOPITDC2019","DeepSP",0.963095238095238,0.980555555555556,0.952450980392157,0.975
"LOPITDC2019","DeepSP",0.929929875398435,0.941184012066365,0.93077915376677,0.941666666666667
"LOPITDC2019","DeepSP",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",0.992795031055901,0.994444444444444,0.991666666666667,0.991666666666667
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","DeepSP",0.982683982683983,0.975,0.994117647058824,0.991666666666667
"LOPITDC2019","DeepSP",0.98240002066089,0.98015873015873,0.98640350877193,0.983333333333333
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",0.992795031055901,0.994444444444444,0.991666666666667,0.991666666666667
"LOPITDC2019","DeepSP",0.991292517006803,0.9875,0.996,0.991666666666667
"LOPITDC2019","DeepSP",0.992795031055901,0.994444444444444,0.991666666666667,0.991666666666667
"LOPITDC2019","DeepSP",0.98240002066089,0.98015873015873,0.98640350877193,0.983333333333333
"LOPITDC2019","DeepSP",0.97538930333048,0.971498599439776,0.980521155830753,0.975
"LOPITDC2019","DeepSP",0.975662681912682,0.971428571428572,0.98297213622291,0.975
"LOPITDC2019","DeepSP",0.98578431372549,0.98578431372549,0.98578431372549,0.983333333333333
"LOPITDC2019","DeepSP",0.98240002066089,0.98015873015873,0.98640350877193,0.983333333333333
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",0.98960498960499,0.985714285714286,0.994736842105263,0.991666666666667
"LOPITDC2019","DeepSP",0.977142857142857,0.994444444444444,0.966666666666667,0.991666666666667
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",0.991292517006803,0.9875,0.996,0.991666666666667
"LOPITDC2019","DeepSP",0.98960498960499,0.985714285714286,0.994736842105263,0.991666666666667
"LOPITDC2019","DeepSP",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","DeepSP",0.992795031055901,0.994444444444444,0.991666666666667,0.991666666666667
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",0.970117647058824,0.986425339366516,0.96078431372549,0.983333333333333
"LOPITDC2019","DeepSP",1,1,1,1
"LOPITDC2019","DeepSP",0.992795031055901,0.994444444444444,0.991666666666667,0.991666666666667
"LOPITDC2019","DeepSP",0.98015873015873,0.975,0.989473684210526,0.983333333333333
"LOPITDC2019","DeepSP",0.992795031055901,0.994444444444444,0.991666666666667,0.991666666666667
"orre2019","KNN",0.72376529065966,0.731822480359282,0.721700077623721,0.734513274336283
"orre2019","KNN",0.74348058055713,0.749287598727733,0.741733014635683,0.752212389380531
"orre2019","KNN",0.726478804216789,0.735645594889264,0.723856814421894,0.740412979351032
"orre2019","KNN",0.719698979765741,0.725083898627018,0.716960251803546,0.733038348082596
"orre2019","KNN",0.711678889221739,0.729947394771135,0.706220874546099,0.730088495575221
"orre2019","KNN",0.737186418047951,0.757500883990472,0.728986592430931,0.747787610619469
"orre2019","KNN",0.718938724082998,0.729281288335017,0.717000528504129,0.733038348082596
"orre2019","KNN",0.740926448046036,0.74549828917785,0.742799740721708,0.74188790560472
"orre2019","KNN",0.7371453850148,0.752234627036005,0.729943585957399,0.747787610619469
"orre2019","KNN",0.73887335874321,0.761452988563096,0.727591523750028,0.752212389380531
"orre2019","KNN",0.699593188957992,0.703120875787174,0.702155152531609,0.715339233038348
"orre2019","KNN",0.712625315604541,0.733337488028157,0.704819543750062,0.733038348082596
"orre2019","KNN",0.755001009910197,0.769880394600779,0.748091285389007,0.765486725663717
"orre2019","KNN",0.696285253994432,0.712330464640683,0.689295239847294,0.707964601769911
"orre2019","KNN",0.712286378377268,0.732015102981084,0.702975577077111,0.724188790560472
"orre2019","KNN",0.696451158453317,0.704590164542701,0.693687751649278,0.706489675516224
"orre2019","KNN",0.684394596370108,0.710634013668507,0.673759470077677,0.70353982300885
"orre2019","KNN",0.732383114955844,0.742792875133397,0.727210352088943,0.743362831858407
"orre2019","KNN",0.71196039239897,0.729348149108277,0.703531052097702,0.728613569321534
"orre2019","KNN",0.744915121217111,0.764393146912716,0.734958257321839,0.753687315634218
"orre2019","KNN",0.713227183545432,0.728127799071634,0.709045758349798,0.724188790560472
"orre2019","KNN",0.72946066072124,0.745433320537532,0.723179718165608,0.743362831858407
"orre2019","KNN",0.73019688947811,0.744129373418255,0.725036416476091,0.738938053097345
"orre2019","KNN",0.715180177982693,0.735172626271854,0.707816862356982,0.734513274336283
"orre2019","KNN",0.727588029877096,0.740239691069677,0.723103432731609,0.738938053097345
"orre2019","KNN",0.730956446645148,0.749422770972308,0.725130873774801,0.747787610619469
"orre2019","KNN",0.700848382742607,0.711933707162805,0.6975913766012,0.707964601769911
"orre2019","KNN",0.716538743124022,0.727895195222894,0.712948076588663,0.731563421828909
"orre2019","KNN",0.70101627456243,0.721181017989003,0.691992902820096,0.713864306784661
"orre2019","KNN",0.715868523974182,0.730996775346815,0.70825958255391,0.725663716814159
"orre2019","KNN",0.72671567598315,0.739857397269549,0.72305380463801,0.738938053097345
"orre2019","KNN",0.722152430890265,0.730428989641851,0.719576354019191,0.738938053097345
"orre2019","KNN",0.736390387132604,0.744616542456418,0.736490906174733,0.752212389380531
"orre2019","KNN",0.688540296902266,0.703572137239083,0.686117449212978,0.710914454277286
"orre2019","KNN",0.741373090127833,0.749371631484021,0.736640961279995,0.753687315634218
"orre2019","KNN",0.697463327719578,0.704739465109434,0.698204219026404,0.706489675516224
"orre2019","KNN",0.734708983567848,0.734469176657179,0.736924159149439,0.728613569321534
"orre2019","KNN",0.71083263466956,0.723722043137729,0.704305475962603,0.722713864306785
"orre2019","KNN",0.726756391061178,0.737065314219733,0.726479605987468,0.737463126843658
"orre2019","KNN",0.7367537327316,0.752133654634748,0.729518611369788,0.747787610619469
"orre2019","KNN",0.729705057777547,0.747034339663451,0.723783391064723,0.73598820058997
"orre2019","KNN",0.723932727125707,0.737372640585996,0.716238285435283,0.731563421828909
"orre2019","KNN",0.710673085508059,0.724725853964497,0.703223618801404,0.725663716814159
"orre2019","KNN",0.68918759182644,0.703224936365033,0.684484097227418,0.710914454277286
"orre2019","KNN",0.742341473916662,0.747511787688993,0.740939765889557,0.747787610619469
"orre2019","KNN",0.742840885348263,0.753894917404922,0.740240510426711,0.750737463126844
"orre2019","KNN",0.719092296599418,0.734009781689924,0.710550258592257,0.730088495575221
"orre2019","KNN",0.729612350982667,0.738673386990085,0.725677521103212,0.74188790560472
"orre2019","KNN",0.698599643462602,0.718697263293685,0.689268946463348,0.715339233038348
"orre2019","KNN",0.696924463522931,0.70582203052393,0.695811768788873,0.705014749262537
"orre2019","KNN",0.720009032810223,0.734555890025585,0.715962481120496,0.749262536873156
"orre2019","KNN",0.70954704764438,0.724927785389557,0.702923237031287,0.727138643067847
"orre2019","KNN",0.720155843588127,0.727517934332927,0.717712576069126,0.728613569321534
"orre2019","KNN",0.748401792033578,0.758825426333363,0.743033023389009,0.766961651917404
"orre2019","KNN",0.726158769106911,0.737851839493156,0.722872630253129,0.730088495575221
"orre2019","KNN",0.71317997051297,0.738698596771437,0.703599087800715,0.734513274336283
"orre2019","KNN",0.71955859170882,0.735339509261637,0.711079716873251,0.728613569321534
"orre2019","KNN",0.717223927384917,0.733806576252718,0.711322356545884,0.724188790560472
"orre2019","KNN",0.698975910891174,0.710430222293741,0.694596352212119,0.709439528023599
"orre2019","KNN",0.706907777511654,0.710700652922784,0.705881291591348,0.730088495575221
"orre2019","KNN",0.728342676868671,0.73872707434522,0.724573839109918,0.740412979351032
"orre2019","KNN",0.731830288526195,0.752951537365593,0.722506621853324,0.740412979351032
"orre2019","KNN",0.750519915442072,0.7639564964419,0.748375779279996,0.762536873156342
"orre2019","KNN",0.69607593510357,0.718914401498557,0.687565073936292,0.715339233038348
"orre2019","KNN",0.716615599468508,0.730372253356179,0.713355030738961,0.727138643067847
"orre2019","KNN",0.733227279621592,0.744112629046587,0.730581618007643,0.747787610619469
"orre2019","KNN",0.703811796975774,0.718606969529523,0.69620003912909,0.716814159292035
"orre2019","KNN",0.716424423478487,0.733902395451665,0.707806133364229,0.730088495575221
"orre2019","KNN",0.693597308197448,0.707682924697321,0.68846801529235,0.705014749262537
"orre2019","KNN",0.712959847508958,0.72914702800856,0.702888087544965,0.728613569321534
"orre2019","KNN",0.695128968680543,0.712907803552394,0.687021843804206,0.709439528023599
"orre2019","KNN",0.7441395562926,0.748199551318685,0.742369694978464,0.755162241887906
"orre2019","KNN",0.700561794612632,0.711978355308618,0.696072687817916,0.712389380530973
"orre2019","KNN",0.679399661959248,0.692103912950136,0.675248328370129,0.693215339233038
"orre2019","KNN",0.729447375673152,0.733306182777853,0.727561692613364,0.737463126843658
"orre2019","KNN",0.742036303949625,0.745794784494002,0.744843225093995,0.755162241887906
"orre2019","KNN",0.713073159426094,0.723258710218747,0.710532174215421,0.718289085545723
"orre2019","KNN",0.707703151385183,0.720522466841238,0.700769944202018,0.722713864306785
"orre2019","KNN",0.711090429654785,0.722016016390147,0.705443793702967,0.718289085545723
"orre2019","KNN",0.6988987252658,0.714441966840572,0.694815901034001,0.721238938053097
"orre2019","KNN",0.725494042563388,0.737189234512207,0.720219816916766,0.744837758112094
"orre2019","KNN",0.735122841824389,0.74475076164707,0.729871315634632,0.743362831858407
"orre2019","KNN",0.681069459386927,0.692787300710839,0.677950246823194,0.694690265486726
"orre2019","KNN",0.712265407674421,0.716376746546982,0.711307048366727,0.722713864306785
"orre2019","KNN",0.700480419503402,0.721760462813094,0.693311770012181,0.71976401179941
"orre2019","KNN",0.717104253657831,0.725377816231568,0.715816507329886,0.730088495575221
"orre2019","KNN",0.736569697526208,0.752377403658732,0.728419324018823,0.746312684365782
"orre2019","KNN",0.723072624878122,0.736442810723376,0.7161343671328,0.740412979351032
"orre2019","KNN",0.729118878786059,0.732920253421507,0.728223531107358,0.727138643067847
"orre2019","KNN",0.704893517831206,0.712991765224031,0.701924844842043,0.730088495575221
"orre2019","KNN",0.706545725321155,0.715836456998942,0.704331692686277,0.716814159292035
"orre2019","KNN",0.709394551715055,0.720678194122139,0.702869020421578,0.709439528023599
"orre2019","KNN",0.711933113383617,0.721364880166116,0.708262483438012,0.715339233038348
"orre2019","KNN",0.725876570676662,0.728359600869815,0.72682247437259,0.731563421828909
"orre2019","KNN",0.742151226407803,0.765172288883673,0.731187231282065,0.747787610619469
"orre2019","KNN",0.714994036038896,0.729358189336143,0.709596368955715,0.738938053097345
"orre2019","KNN",0.712220008083381,0.723869418810916,0.705521278470674,0.71976401179941
"orre2019","KNN",0.713676353849129,0.72881423076308,0.708128389141592,0.724188790560472
"orre2019","KNN",0.739642241919703,0.753089567083467,0.736575029367131,0.740412979351032
"orre2019","KNN",0.726390777212049,0.736619232723333,0.721127951631362,0.737463126843658
"orre2019","SVM",0.701620773668027,0.697258520817726,0.718642900850677,0.706489675516224
"orre2019","SVM",0.691984186746267,0.687071039015534,0.709240003216279,0.700589970501475
"orre2019","SVM",0.686723015700301,0.68488635687721,0.700208091099304,0.700589970501475
"orre2019","SVM",0.670540025686539,0.666362657421076,0.691080009913207,0.693215339233038
"orre2019","SVM",0.717329744046268,0.710505252386763,0.731929945969086,0.71976401179941
"orre2019","SVM",0.673053748917685,0.676887379619578,0.694587172400658,0.682890855457227
"orre2019","SVM",0.68550424816625,0.683236566222903,0.708842719540017,0.693215339233038
"orre2019","SVM",0.711755530587774,0.706801988828345,0.733314126320945,0.722713864306785
"orre2019","SVM",0.694361392319318,0.694011745720631,0.707478883484926,0.702064896755162
"orre2019","SVM",0.706655396282308,0.707729129992699,0.716933225497008,0.71976401179941
